Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Congo, Dem. Rep.",COD,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,3.68,..,..,..,..
"Congo, Dem. Rep.",COD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.122,35.587,36.055,36.526,37,37.481,37.971,42.18,42.74,43.307
"Congo, Dem. Rep.",COD,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,71.91424,..,71.91424,..,72.37482,76.0594,..,76.98054
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,21.44474846,22.10214023,22.78823625,23.46910699,24.17926689,24.94441984,25.75224631,33.53944024,34.69570764,35.91935643
"Congo, Dem. Rep.",COD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.220260773,..,..,0.880645711,1.336604385,1.380795458,1.434633855,0.95024714,1.295639749,1.066108209
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.781,52.116,52.333,52.827,53.426,53.927,54.534,58.296,58.49,59.066
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,29.09001541,30.063591,31.02958298,31.99033737,32.94820786,33.79999924,34.86474609,43.43212128,44.40164948,45.50832748
"Congo, Rep.",COG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.387410459,1.304384836,0.827309902,0.941876447,0.992178406,1.174630851,1.253253396,1.050524979,1.116759268,1.060051392
"Congo, Rep.",COG,Forest area (% of land area),AG.LND.FRST.ZS,64.99267936,64.95754026,64.92240117,64.88726208,64.85212299,64.81698389,64.7818448,64.50073206,64.46559297,64.43045388
"Congo, Rep.",COG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2700,2750,2910,2970,2840,3270,3910,5770,4420,3550
"Congo, Rep.",COG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,27,26.4,26.4,31.7,34,36.6,25.3,25.2,26.4
"Congo, Rep.",COG,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,58.18,59.6,60.3,62.6,65.87,70.27,73.43,98.96,102.38,98.67
"Congo, Rep.",COG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,4.3,4.1,4,3.9,3.7,3.6,3.6,3.5,3.5,3.6
"Congo, Rep.",COG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.764,4.712,4.719,4.7,4.687,4.663,4.656,4.626,4.564,4.487
"Congo, Rep.",COG,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,51.82475,55.27637,..,..,..
"Congo, Rep.",COG,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,..,..,..,66.87,..,..,..,..
"Congo, Rep.",COG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,12,12,..,8.527131783,8.527131783,8.527131783,8.527131783,7.352941176,7.352941176,7.352941176
"Congo, Rep.",COG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,57.15587365,57.46332748,57.9533587,58.44132636,59.50972199,60.57693709,61.64256697,70.10704061,71.14958177,72.18665483
"Congo, Rep.",COG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,23.5,..,..,..,..
"Congo, Rep.",COG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.695,59.156,59.617,60.076,60.533,60.988,61.441,65.085,65.543,66.001
"Congo, Rep.",COG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,87.80583,..,87.80583,..,84.68995,..,78.45821,53.53121,..,47.29947
"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,9.177247438,9.528846266,9.754489019,10.02826647,10.37485212,10.75501903,11.16639239,14.47982723,14.82982723,15.18835725
"Congo, Rep.",COG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,1.948493873,2.341203858,2.682498277,2.673874094,1.657893917,1.637114728,5.007370687,..,6.44878239
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.682,54.395,55.088,55.948,56.986,58.126,58.878,62.95,63.233,63.577
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.94000244,98.24977875,98.50918579,98.69589996,98.95478058,99.05305481,99.14752197,99.35929108,99.4098053,99.5
Costa Rica,CRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.243141511,1.337355812,1.339729585,1.384086845,1.39754985,1.453652517,1.497634172,1.616728815,1.539842157,1.633986862
Costa Rica,CRI,Forest area (% of land area),AG.LND.FRST.ZS,55.95808852,55.98546808,56.01284763,56.04022718,56.06760674,56.09498629,56.12236584,57.51398355,57.83450842,58.15511163
Costa Rica,CRI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,7440,7730,7980,8350,8860,9410,10350,15260,16210,18110
Costa Rica,CRI,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,4.7,5,5.2,5,4.4,3.9,4.7,4.1,3.6
Costa Rica,CRI,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,66.99,67.64,65.31,68.59,69.9,74.29,83.97,99.32,98.93,101.75
Costa Rica,CRI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4
Costa Rica,CRI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.412,2.325,2.2,2.137,2.078,2.044,2.014,1.819,1.79,1.754
Costa Rica,CRI,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,96.98747,97.60783,98.18412
Costa Rica,CRI,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,77.99166,80.32835,82.5849
Costa Rica,CRI,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,31.98,41.65,41.2,41.54,39.88,43.68,43.48,51.09,49.81,45.77
Costa Rica,CRI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,19.29824561,19.29824561,35.0877193,35.0877193,35.0877193,35.0877193,38.59649123,33.33333333,33.33333333,33.33333333
Costa Rica,CRI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.31973425,94.78797066,95.23636182,95.66513057,96.07431902,96.46388357,96.83456,99.14848775,99.37868682,99.59608945
Costa Rica,CRI,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,6.1,7.18,7.51,7.88,7.02,7.29,6.72,9.56,8.97,9.28
Costa Rica,CRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.052,60.41,61.753,63.08,64.388,65.672,66.935,75.941,76.862,77.735
Costa Rica,CRI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,12.69593,..,11.78091,..,10.86589,..,9.95087,6.29079,..,5.37577
Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,77.93170779,79.38155112,80.74075597,82.03309832,83.29024677,84.52579318,85.74563259,94.87442225,95.87234626,96.85086173
Costa Rica,CRI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.586,77.545,77.983,78.072,78.331,78.505,78.514,78.774,79.086,79.459
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,48.68946838,49.65585709,51.40000153,51.56823349,52.51891708,58.90000153,60.17105103,61.90000153,62.59999847,64.30000305
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.386281397,0.376580096,0.386730368,0.292965769,0.294749452,0.309775087,0.293837437,0.399942511,0.415553148,0.3962026
Cote d'Ivoire,CIV,Forest area (% of land area),AG.LND.FRST.ZS,16.02028302,15.66529245,15.31030189,14.95531132,14.60032075,14.24533019,13.89033962,11.05042767,10.69544025,10.34044025
Cote d'Ivoire,CIV,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1880,1840,1810,1750,1860,2060,2110,4180,4480,4550
Cote d'Ivoire,CIV,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,20.4,21,20.6,19.3,18.3,17.6,9.2,8.3,6.9
Cote d'Ivoire,CIV,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,65.46,64.21,65.55,66.28,69.14,68.91,72.96,94.7,104.26,101.04
Cote d'Ivoire,CIV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,6.8,6.5,6.1,5.8,5.4,5.1,4.7,3,2.8,2.7
Cote d'Ivoire,CIV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.814,5.756,5.705,5.642,5.545,5.46,5.376,4.867,4.813,4.759
Cote d'Ivoire,CIV,"School enrollment, primary (% net)",SE.PRM.NENR,55.6689,59.62325,59.60988,56.0829,..,..,..,72.34108,76.73595,83.16992
Cote d'Ivoire,CIV,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,30.17366,..,34.6828
Cote d'Ivoire,CIV,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,..,..,..,..,..,..,..,58.29
Cote d'Ivoire,CIV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,8.520179372,8.520179372,8.520179372,8.520179372,8.520179372,8.520179372,9.448818898,9.163346614,9.163346614
Cote d'Ivoire,CIV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,71.39500207,71.38709009,71.37765468,71.36634523,71.35349055,71.33807855,71.32078825,71.10905957,71.0757669,71.04239202
Cote d'Ivoire,CIV,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,..,..,3.31
Cote d'Ivoire,CIV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.155,43.568,43.983,44.399,44.817,45.234,45.652,49.014,49.444,49.881
Cote d'Ivoire,CIV,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,67.07658,..,65.53594,..,63.9953,..,62.45466,56.2921,..,54.75146
Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,52.82915094,54.23103145,55.60973899,56.9699717,58.31730503,59.65476415,60.98760063,72.31306604,74.20358805,76.14346541
Cote d'Ivoire,CIV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,1.391605092,1.51507182,1.462534212,1.501948666,1.475969049,1.719446027,1.707463673
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.842,50.81,50.886,50.954,51.363,51.824,52.355,57.208,57.762,58.06
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,97,96.22625732,95.5,96.51303101,96.65090942,96.78825378,96.92747498,98.42398834,98.68345642,98.95478821
Cuba,CUB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.553001403,2.465642056,2.365566639,2.288427843,2.259611196,2.340177238,2.378215073,2.355156968,2.576073462,2.395888842
Cuba,CUB,Forest area (% of land area),AG.LND.FRST.ZS,22.67225326,23.13500931,23.82178776,24.28665414,24.75143314,25.2113867,25.68072912,30.12497597,30.58597502,31.1514802
Cuba,CUB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Cuba,CUB,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,112.67,111.26,114.19,115.16,119.1,96.33,82.9,97.39,99.51,103.1
Cuba,CUB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4
Cuba,CUB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.581,1.563,1.608,1.589,1.517,1.468,1.39,1.663,1.694,1.609
Cuba,CUB,"School enrollment, primary (% net)",SE.PRM.NENR,97.92115,98.02557,98.35008,97.33076,97.43389,96.63556,95.8703,94.98571,93.98312,94.46077
Cuba,CUB,"School enrollment, secondary (% net)",SE.SEC.NENR,80.49006,82.25167,82.60463,85.11799,85.1098,86.64633,88.66745,85.14799,83.56161,84.18424
Cuba,CUB,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,..,..,37.94,..,39.31,..,..,..
Cuba,CUB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,27.62063228,27.62063228,27.62063228,35.96059113,35.96059113,35.96059113,35.96059113,48.85620915,48.85620915,48.85620915
Cuba,CUB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,92.5406382,92.74889571,92.95419083,93.14632752,93.32647346,93.56278098,93.79833805,95.6465497,95.87179647,96.09701637
Cuba,CUB,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,2.58,..,..,..
Cuba,CUB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.323,75.555,75.785,75.947,76.041,76.134,76.227,76.861,76.896,76.93
Cuba,CUB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2.15371,..,2.15371,..,2.15371,..,3.20225,7.3964,..,8.44494
Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,103.4058752,103.7162663,104.99155,105.2557989,105.4909689,105.6568395,105.803157,108.9408383,108.9326993,109.0158785
Cuba,CUB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,3.536004761,3.083791445,3.072187925
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.183,76.421,76.612,76.773,76.912,77.047,77.179,77.853,77.772,77.643
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,56.37995148,56.36514282,49.70000076,56.31511688,56.2845993,56.25354767,55.5,56.61883926,57.57856369,58.67544556
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.501864472,0.490796745,0.505494032,0.51251781,0.482664995,0.516211496,0.510775763,0.409235992,0.461958601,0.407471798
Djibouti,DJI,Forest area (% of land area),AG.LND.FRST.ZS,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575
Djibouti,DJI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,3860,4100,4130
Djibouti,DJI,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,42,40.8,38.2,34.7,31.3,27.3,15.7,14.2,13.6
Djibouti,DJI,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,113.84,114.95,115.72,114.62,98.6,110.31,88.46,102.73,83.93,113.34
Djibouti,DJI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,3.4,3.5,3.5,3.4,3.2,2.9,2.7,1.3,1.2,1.1
Djibouti,DJI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.578,4.496,4.379,4.247,4.113,3.992,3.855,3.112,3.066,3.011
Djibouti,DJI,"School enrollment, primary (% net)",SE.PRM.NENR,26.89352,29.47871,31.0222,..,34.67098,36.13749,39.33961,61.38047,60.7187,57.24558
Djibouti,DJI,"School enrollment, secondary (% net)",SE.SEC.NENR,..,14.17161,14.7086,..,19.26153,21.2435,..,..,37.8168,..
Djibouti,DJI,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,0,0,0,10.76923077,10.76923077,10.76923077,10.76923077,12.72727273,12.72727273,12.72727273
Djibouti,DJI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,75.44816207,75.46308927,75.47846668,75.49428579,75.51055148,75.52696529,75.54411767,75.7452946,75.78704503,75.83262734
Djibouti,DJI,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.532,76.578,76.624,76.67,76.716,76.761,76.807,77.314,77.417,77.528
Djibouti,DJI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,32.01177739,33.02372735,34.0435289,34.78908542,35.30513374,35.84387403,36.53783434,42.66984469,43.41065574,44.14413287
Djibouti,DJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.069101191,..,..,..,5.607179054,6.328690626,6.441955821,..,..,..
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.573,56.903,57.215,57.595,57.759,58.316,58.715,61.641,61.957,62.191
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.95181274,82.27921295,87.69999695,84.91362,86.22531128,87.53647614,88.84951019,99.73654938,99.82901764,99.98353577
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.928423024,2.227341423,1.797486156,1.997311592,2.26470674,2.331304424,2.489016904,2.597627251,2.588312597,2.610060649
Dominica,DMA,Forest area (% of land area),AG.LND.FRST.ZS,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667
Dominica,DMA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5850,6300,6140,6670,6960,7300,8220,10820,10930,11710
Dominica,DMA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,3.7,4.1,4.7,5,5.4,5,5.3,5.3,5.4
Dominica,DMA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,105.18,97.34,95.7,88.37,90.76,90.12,92.74,98.59,99.04,102.37
Dominica,DMA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.351,2.542,2.276,2.169,2.125,2.105,2.158,1.734,1.694,1.657
Dominica,DMA,"School enrollment, primary (% net)",SE.PRM.NENR,94.78214,89.7846,94.44293,88.03911,84.56946,83.42215,81.8969,..,..,95.42178
Dominica,DMA,"School enrollment, secondary (% net)",SE.SEC.NENR,88.51696,85.13978,..,87.81282,87.40997,84.78321,72.56556,..,80.9661,87.73568
Dominica,DMA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,45.06,..,..,..,..,..,..,..,..
Dominica,DMA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,18.75,18.75,18.75,19.35483871,12.90322581,12.90322581,12.90322581,21.875,21.875
Dominica,DMA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,93.83141899,93.95366799,94.075917,94.198166,94.32041501,94.44266402,94.56491302,95.42065606,95.42065606,95.42065606
Dominica,DMA,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.265,65.382,65.689,65.994,66.299,66.601,66.903,69.28,69.579,69.88
Dominica,DMA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,91.128,90.87066667,91.016,91.256,91.432,91.56533333,91.656,92.49466667,93.34266667,93.43333333
Dominica,DMA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.693,71.713,72.34,71.438,72.401,72.254,72.848,69.434,68.727,70.128
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,88.76493073,89.79135895,89.74981689,89.17380524,90.31656647,90.14122772,90.1181488,98.47097778,98.56036377,98.90000153
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.186050449,2.189827247,2.374515085,2.099272499,1.911086729,2.039418783,2.193896104,2.086214753,2.267046018,2.336099271
Dominican Republic,DOM,Forest area (% of land area),AG.LND.FRST.ZS,40.8294349,41.03777686,41.24611882,41.45446077,41.66280273,41.87114469,42.07948665,43.41842269,43.54481474,43.71227489
Dominican Republic,DOM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,6420,6620,6930,6710,6860,7860,8780,12680,13960,15230
Dominican Republic,DOM,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,20.4,22.6,23.6,23,19.2,16.4,8.2,7.4,6.8
Dominican Republic,DOM,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,55.02,64.07,65.27,65.39,62.61,65.83,73.33,96.67,99.72,103.61
Dominican Republic,DOM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.1,1,1
Dominican Republic,DOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.859,2.812,2.774,2.721,2.664,2.605,2.533,2.445,2.43,2.406
Dominican Republic,DOM,"School enrollment, primary (% net)",SE.PRM.NENR,84.72004,..,90.98838,89.83362,82.90168,84.25703,81.78003,89.28355,93.52992,93.32844
Dominican Republic,DOM,"School enrollment, secondary (% net)",SE.SEC.NENR,40.60467,..,50.94075,..,50.03848,53.29682,..,66.95176,67.83227,68.88978
Dominican Republic,DOM,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,39.98,38.57,40.16,39.27,39.23,39.78,40.7,45.45,48.33,49.03
Dominican Republic,DOM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,16.10738255,16.10738255,17.33333333,17.33333333,17.33333333,17.33333333,19.66292135,20.76502732,20.76502732,26.84210526
Dominican Republic,DOM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,90.41673952,90.81784653,91.21115293,91.65896487,92.11871179,92.5619161,92.98945037,95.81200105,96.0993385,96.37630273
Dominican Republic,DOM,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,7.5,8.31,7.73,7.75,6.57,7.13,5.97,6.12,7.16,7.2
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.753,62.565,63.371,64.605,66.003,67.37,68.71,77.67,78.566,79.436
Dominican Republic,DOM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,30.15546,..,27.79214,..,25.42881,..,23.06549,13.6122,..,11.24888
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,176.7913682,179.4460774,182.0554958,184.6377976,187.1895467,189.7074726,192.1790106,212.8361623,215.3970606,217.9174498
Dominican Republic,DOM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.030096472,1.213496052,1.058919211,0.764145027,0.687618052,0.766536372,0.683423361,0.651437856,0.643674978,0.634030553
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.423,69.642,69.923,70.265,70.331,70.875,71.165,72.867,72.953,72.987
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.73226166,94.02462006,94.30938721,94.97304535,94.86557007,95.83264923,96.31526184,98.97606659,98.82588196,98.69999695
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.746429159,1.887926539,1.849355298,1.853639496,1.934118004,2.049388192,2.150472469,2.619445777,2.563870787,2.421502733
Ecuador,ECU,Forest area (% of land area),AG.LND.FRST.ZS,55.28466742,55.00188839,54.71910936,54.43633033,54.1535513,53.87077227,53.58799324,51.7836286,51.61531648,51.3565389
Ecuador,ECU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5470,5820,6080,6250,6790,7300,7760,11530,10870,10860
Ecuador,ECU,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,21,22.7,22.7,22.7,22.4,22.8,8.7,9,9.7
Ecuador,ECU,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,70.6,77.84,76.23,80.38,83.4,81.7,84.69,101.59,103.43,94.97
Ecuador,ECU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Ecuador,ECU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.102,3.037,2.972,2.911,2.853,2.8,2.753,2.335,2.26,2.201
Ecuador,ECU,"School enrollment, primary (% net)",SE.PRM.NENR,95.58856,96.80904,97.41598,97.01792,..,95.95781,95.93721,91.35484,91.6503,91.66046
Ecuador,ECU,"School enrollment, secondary (% net)",SE.SEC.NENR,47.76897,48.55978,49.94952,49.94144,50.72485,53.08892,54.49689,83.36107,84.72536,85.92267
Ecuador,ECU,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,45.97,54.72,53.18,49.2,52.88,51.97,52.81,47.93,52.14,55.63
Ecuador,ECU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.63414634,14.63414634,..,16,16,16,25,41.60583942,41.60583942,41.60583942
Ecuador,ECU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,82.30737004,83.03977494,83.78532812,84.50497189,85.22428189,85.94305143,86.66128075,92.35797104,93.0637795,93.76941497
Ecuador,ECU,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,3.09,3.2,3.97,5.7,5.17,3.73,3.37,2.33,2.45,3.01
Ecuador,ECU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.299,60.799,61.118,61.316,61.514,61.711,61.907,63.261,63.398,63.534
Ecuador,ECU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,57.41273,..,57.84727,..,57.8,..,57.8,..,..,..
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,50.83953535,51.72137623,52.62767354,53.55606378,54.49586487,55.44375906,56.40626913,64.25347882,65.21139475,66.19256321
Ecuador,ECU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.452075953,1.569375982,1.768891985,2.278553365,1.940332799,2.298402791,2.029825877,2.739230809,2.616074159,2.5147668
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.839,73.24,73.613,73.975,74.279,74.514,74.689,76.622,76.789,76.763
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.69999695,97.34407806,97.53617859,98.80000305,97.9070282,99.40000153,99.04000092,99.80000305,99.30000305,100
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.605893209,1.739154282,1.739952406,1.751117467,1.864030908,2.051430465,2.117649744,2.292252043,2.315479978,2.317313702
"Egypt, Arab Rep.",EGY,Forest area (% of land area),AG.LND.FRST.ZS,0.059480637,0.060126576,0.060772515,0.061418454,0.062064393,0.062710332,0.063356271,0.05210106,0.048641318,0.045185594
